route_name,corpus_name,epoch,count,semantic_dispersion
Route_B_Legacy,JAE_Legacy_Audit,1960-1964,86,0.13129746913909912
Route_B_Legacy,JAE_Legacy_Audit,1965-1969,63,0.13082700967788696
Route_B_Legacy,JAE_Legacy_Audit,1970-1974,71,0.13235904276371002
Route_B_Legacy,JAE_Legacy_Audit,1975-1979,76,0.13165383040905
Route_B_Legacy,JAE_Legacy_Audit,1980-1984,134,0.13337980210781097
Route_B_Legacy,JAE_Legacy_Audit,1985-1989,169,0.13283751904964447
Route_B_Legacy,JAE_Legacy_Audit,1990-1994,204,0.13295525312423706
Route_B_Legacy,JAE_Legacy_Audit,1995-1999,158,0.1332731693983078
