route_name,corpus_name,epoch,count,semantic_dispersion
Route_B_Legacy,JAE_Legacy_Audit,1960-1964,86,0.13283593952655792
Route_B_Legacy,JAE_Legacy_Audit,1965-1969,63,0.13096973299980164
Route_B_Legacy,JAE_Legacy_Audit,1970-1974,71,0.13061591982841492
Route_B_Legacy,JAE_Legacy_Audit,1975-1979,76,0.1318669319152832
Route_B_Legacy,JAE_Legacy_Audit,1980-1984,134,0.1330551952123642
Route_B_Legacy,JAE_Legacy_Audit,1985-1989,169,0.13269466161727905
