route_name,corpus_name,epoch,count,semantic_dispersion
Route_A_Modern,JAE_Legacy_Audit,2000-2004,168,0.13305328786373138
Route_A_Modern,JAE_Legacy_Audit,2005-2009,205,0.13334272801876068
Route_A_Modern,JAE_Legacy_Audit,2010-2014,297,0.13324256241321564
Route_A_Modern,JAE_Legacy_Audit,2015-2019,421,0.1335180401802063
Route_A_Modern,JAE_Legacy_Audit,2020-2024,363,0.13362017273902893
Route_A_Modern,JAE_Legacy_Audit,2025-2029,157,0.13264521956443787
