route_name,corpus_name,epoch,count,semantic_dispersion
Route_B_Legacy,JAE_Legacy_Audit,1960-1964,86,0.13524781167507172
Route_B_Legacy,JAE_Legacy_Audit,1965-1969,63,0.15794526040554047
Route_B_Legacy,JAE_Legacy_Audit,1970-1974,71,0.1651913970708847
Route_B_Legacy,JAE_Legacy_Audit,1975-1979,76,0.14618204534053802
Route_B_Legacy,JAE_Legacy_Audit,1980-1984,134,0.15337388217449188
Route_B_Legacy,JAE_Legacy_Audit,1985-1989,169,0.15417833626270294
Route_B_Legacy,JAE_Legacy_Audit,1990-1994,204,0.15302635729312897
Route_B_Legacy,JAE_Legacy_Audit,1995-1999,158,0.11365010589361191
