route_name,corpus_name,transition,velocity
Route_B_Legacy,JAE_Legacy_Audit,1960-1964 -> 1965-1969,0.009690101258456707
Route_B_Legacy,JAE_Legacy_Audit,1965-1969 -> 1970-1974,0.010291813872754574
Route_B_Legacy,JAE_Legacy_Audit,1970-1974 -> 1975-1979,0.013770321384072304
Route_B_Legacy,JAE_Legacy_Audit,1975-1979 -> 1980-1984,0.01678387075662613
Route_B_Legacy,JAE_Legacy_Audit,1980-1984 -> 1985-1989,0.021096518263220787
Route_B_Legacy,JAE_Legacy_Audit,1985-1989 -> 1990-1994,0.007399506866931915
Route_B_Legacy,JAE_Legacy_Audit,1990-1994 -> 1995-1999,0.04071617126464844
